rank,final_worth,category,personName,age,country,source,industry_billionaires,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,population_country,source_1,source_2,source_3
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,65.0,Germany,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,M,,Albrecht Jr.,Karl,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Supermarkets,,
108,15800,Fashion & Retail,Beate Heister,65.0,,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,F,,Heister,Beate,,,,,,,,,,,Supermarkets,,
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Beer,Food & Beverage,Brazil,True,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,1939.0,8.0,26.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Beer,,
108,15800,Real Estate,Peter Woo,76.0,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,9/5/1946 0:00,Woo,Peter,1946.0,9.0,5.0,,,,,,,,Real estate,,
112,15600,Healthcare,Dilip Shanghvi,67.0,India,Pharmaceuticals,Healthcare,India,True,E,M,10/1/1955 0:00,Shanghvi,Dilip,1955.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Pharmaceuticals,,
113,15500,Technology,Robert Pera,45.0,United States,Wireless networking,Technology,United States,True,U,M,3/10/1978 0:00,Pera,Robert,1978.0,3.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Wireless networking,,
114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,"Retail, investments",Fashion & Retail,India,True,D,M,1/1/1955 0:00,Damani,Radhakishan,1955.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Retail, investments,
115,15200,Automotive,Huang Shilin,56.0,China,Batteries,Automotive,China,True,D,M,1/1/1967 0:00,Huang,Shilin,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Batteries,,
116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Diversified,Diversified,Thailand,False,U,M,4/19/1939 0:00,Chearavanont,Dhanin,1939.0,4.0,19.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Diversified,,
116,14900,Fashion & Retail,David Green & family,81.0,United States,Retail,Fashion & Retail,United States,True,U,M,11/13/1941 0:00,Green,David,1941.0,11.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Retail,,
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,"Alcohol, real estate",Food & Beverage,Thailand,True,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,1944.0,5.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Alcohol, real estate,
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,Heineken,Food & Beverage,Netherlands,False,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,1954.0,6.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Heineken,,
120,14600,Healthcare,Xu Hang,60.0,China,Medical devices,Healthcare,Hong Kong,True,D,M,5/22/1962 0:00,Xu,Hang,1962.0,5.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Medical devices,,
121,14500,Automotive,Wei Jianjun & family,59.0,China,Automobiles,Automotive,China,True,D,M,3/1/1964 0:00,Wei,Jianjun,1964.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Automobiles,,
122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,"Steel, telecom, investments",Metals & Mining,Russia,True,U,M,9/9/1953 0:00,Usmanov,Alisher,1953.0,9.0,9.0,,,57921286440.0,10.1,104.2,71.6,33580650.0,Steel, telecom, investments
123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Paints,Manufacturing,Singapore,True,U,M,6/27/1927 0:00,Goh,Cheng Liang,1927.0,6.0,27.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,5703569.0,Paints,,
124,14200,Diversified,Kumar Birla,55.0,India,Commodities,Diversified,India,False,D,M,6/14/1967 0:00,Birla,Kumar,1967.0,6.0,14.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Commodities,,
124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,"Cement, sugar",Manufacturing,Nigeria,True,U,M,4/10/1957 0:00,Dangote,Aliko,1957.0,4.0,10.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,200963599.0,Cement, sugar,
126,14100,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,F,12/2/1929 0:00,Kwong,Siu-hing,1929.0,12.0,2.0,,,,,,,,Real estate,,
127,14000,Diversified,Idan Ofer,67.0,United Kingdom,Shipping,Diversified,Israel,False,U,M,10/2/1955 0:00,Ofer,Idan,1955.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Shipping,,
128,13900,Healthcare,Chen Bang,57.0,China,Hospitals,Healthcare,China,True,U,M,9/1/1965 0:00,Chen,Bang,1965.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Hospitals,,
128,13900,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,M,4/1/1929 0:00,Lui,Che Woo,1929.0,4.0,1.0,,,,,,,,Casinos/hotels,,
130,13700,Logistics,John Fredriksen,78.0,United Kingdom,Shipping,Logistics,Cyprus,True,U,M,2/1/1945 0:00,Fredriksen,John,1945.0,2.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Shipping,,
130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Building supplies,Construction & Engineering,United States,True,U,F,3/2/1947 0:00,Hendricks,Diane,1947.0,3.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Building supplies,,
130,13700,Technology,Jan Koum,47.0,United States,WhatsApp,Technology,United States,True,U,M,2/24/1976 0:00,Koum,Jan,1976.0,2.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,WhatsApp,,
133,13300,Sports,Jerry Jones,80.0,United States,Dallas Cowboys,Sports,United States,True,U,M,10/13/1942 0:00,Jones,Jerry,1942.0,10.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Dallas Cowboys,,
133,13300,Energy,George Kaiser,80.0,United States,"Oil & gas, banking",Energy,United States,False,U,M,7/29/1942 0:00,Kaiser,George,1942.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil & gas, banking,
133,13300,Real Estate,Joseph Lau,71.0,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,7/21/1951 0:00,Lau,Joseph,1951.0,7.0,21.0,,,,,,,,Real estate,,
136,13200,Automotive,Lu Xiangyang,60.0,China,"Automobiles, batteries",Automotive,China,True,D,M,12/28/1962 0:00,Lu,Xiangyang,1962.0,12.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Automobiles, batteries,
137,13100,Real Estate,Harry Triguboff,90.0,Australia,Real estate,Real Estate,Australia,True,U,M,3/3/1933 0:00,Triguboff,Harry,1933.0,3.0,3.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Real estate,,
138,12900,Finance & Investments,Uday Kotak,64.0,India,Banking,Finance & Investments,India,True,D,M,3/15/1959 0:00,Kotak,Uday,1959.0,3.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Banking,,
138,12900,Sports,Stanley Kroenke,75.0,United States,"Sports, real estate",Sports,United States,True,U,M,7/29/1947 0:00,Kroenke,Stanley,1947.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Sports, real estate,
140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,"Oil, banking, telecom",Energy,Russia,True,U,M,4/21/1964 0:00,Fridman,Mikhail,1964.0,4.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Oil, banking, telecom
141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Energy,Energy,Thailand,True,U,M,7/12/1965 0:00,Ratanavadi,Sarath,1965.0,7.0,12.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Energy,,
142,12200,Metals & Mining,Dang Yanbao,50.0,China,Coal,Metals & Mining,China,True,D,M,2/1/1973 0:00,Dang,Yanbao,1973.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Coal,,
142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Vaccines,Healthcare,China,True,D,M,10/8/1953 0:00,Jiang,Rensheng,1953.0,10.0,8.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Vaccines,,
144,12100,Automotive,Shahid Khan,72.0,United States,Auto parts,Automotive,United States,True,U,M,7/18/1950 0:00,Khan,Shahid,1950.0,7.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Auto parts,,
145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,"Apple, Disney",Technology,United States,False,D,F,11/6/1963 0:00,Powell Jobs,Laurene,1963.0,11.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Apple, Disney,
146,11800,Diversified,Robert Kuok,99.0,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,10/6/1923 0:00,Kuok,Robert,1923.0,10.0,6.0,,,,,,,,Palm oil, shipping, property
147,11600,Real Estate,Stephen Ross,82.0,United States,Real estate,Real Estate,United States,True,U,M,5/10/1940 0:00,Ross,Stephen,1940.0,5.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate,,
148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Messaging app,Technology,United Arab Emirates,True,D,M,10/10/1984 0:00,Durov,Pavel,1984.0,10.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,9770529.0,Messaging app,,
148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,Germany,True,D,M,2/16/1950 0:00,Struengmann,Andreas,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Pharmaceuticals,,
148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,Germany,True,D,M,2/16/1950 0:00,Struengmann,Thomas,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Pharmaceuticals,,
151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Agribusiness,Food & Beverage,China,True,D,M,1/1/1964 0:00,Liu,Hanyuan,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Agribusiness,,
151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Online retail,Fashion & Retail,United States,True,U,M,7/21/1972 0:00,Rubin,Michael,1972.0,7.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Online retail,,
153,11300,Finance & Investments,Israel Englander,74.0,United States,Hedge funds,Finance & Investments,United States,True,D,M,9/30/1948 0:00,Englander,Israel,1948.0,9.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Hedge funds,,
153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,9/8/1953 0:00,Kantor,Viatcheslav,1953.0,9.0,8.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Fertilizer, real estate,
153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Manufacturing,Manufacturing,Australia,False,D,M,4/11/1960 0:00,Pratt,Anthony,1960.0,4.0,11.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Manufacturing,,
153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Investments,Finance & Investments,Russia,True,U,M,5/3/1965 0:00,Prokhorov,Mikhail,1965.0,5.0,3.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Investments,,
157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Luxury goods,Fashion & Retail,Italy,True,U,M,7/11/1934 0:00,Armani,Giorgio,1934.0,7.0,11.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Luxury goods,,
157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Luxury goods,Fashion & Retail,South Africa,False,U,M,6/1/1950 0:00,Rupert,Johann,1950.0,6.0,1.0,158.93,4.1,351431649241.0,22.4,100.9,63.9,58558270.0,Luxury goods,,
159,11000,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,1/1/1965 0:00,Gong,Hongjia,1965.0,1.0,1.0,,,,,,,,Video surveillance,,
159,11000,Technology,Zhang Zhidong,51.0,China,Internet media,Technology,China,True,D,M,1/1/1972 0:00,Zhang,Zhidong,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Internet media,,
161,10900,Finance & Investments,Philip Anschutz,83.0,United States,"Energy, sports, entertainment",Finance & Investments,United States,False,E,M,12/28/1939 0:00,Anschutz,Philip,1939.0,12.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Energy, sports, entertainment
161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Gas stations,Fashion & Retail,United States,True,U,F,6/17/1937 0:00,Love,Judy,1937.0,6.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Gas stations,,
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,"Retail, media",Fashion & Retail,Mexico,False,D,M,10/19/1955 0:00,Salinas Pliego,Ricardo,1955.0,10.0,19.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,126014024.0,Retail, media,
164,10700,Media & Entertainment,Donald Newhouse,93.0,United States,Media,Media & Entertainment,United States,False,D,M,8/5/1929 0:00,Newhouse,Donald,1929.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Media,,
165,10600,Sports,Robert Kraft,81.0,United States,"Manufacturing, New England Patriots",Sports,United States,True,U,M,6/5/1941 0:00,Kraft,Robert,1941.0,6.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Manufacturing, New England Patriots,
165,10600,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Beer,Food & Beverage,Brazil,True,U,M,1/1/1950 0:00,Telles,Marcel Herrmann,1950.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Beer,,
167,10500,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Gold,Finance & Investments,Russia,True,U,M,3/12/1966 0:00,Kerimov & family,Suleiman,1966.0,3.0,12.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Gold,,
167,10500,Fashion & Retail,Sky Xu,39.0,China,E-commerce,Fashion & Retail,China,True,U,M,1/1/1984 0:00,Xu,Sky,1984.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,E-commerce,,
167,10500,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Cryptocurrency exchange,Finance & Investments,Canada,True,D,M,9/10/1977 0:00,Zhao,Changpeng,1977.0,9.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,9770529.0,Cryptocurrency exchange,,
170,10300,Finance & Investments,Andrew Beal,70.0,United States,"Banks, real estate",Finance & Investments,United States,True,U,M,11/29/1952 0:00,Beal,Andrew,1952.0,11.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Banks, real estate,
171,10200,Technology,Mike Cannon-Brookes,43.0,Australia,Software,Technology,Australia,True,D,M,11/17/1979 0:00,Cannon-Brookes,Mike,1979.0,11.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Software,,
171,10200,Healthcare,Carl Cook,60.0,United States,Medical devices,Healthcare,United States,False,D,M,8/19/1962 0:00,Cook,Carl,1962.0,8.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Medical devices,,
171,10200,Technology,David Duffield,82.0,United States,Business software,Technology,United States,True,D,M,9/21/1940 0:00,Duffield,David,1940.0,9.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Business software,,
171,10200,Energy,Jeffery Hildebrand,64.0,United States,Oil,Energy,United States,True,U,M,3/5/1959 0:00,Hildebrand,Jeffery,1959.0,3.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil,,
171,10200,Manufacturing,Viktor Rashnikov,74.0,Russia,Steel,Manufacturing,Russia,True,U,M,10/13/1948 0:00,Rashnikov,Viktor,1948.0,10.0,13.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Steel,,
171,10200,Technology,Eduardo Saverin,41.0,Singapore,Facebook,Technology,Brazil,True,D,M,3/19/1982 0:00,Saverin,Eduardo,1982.0,3.0,19.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,5703569.0,Facebook,,
171,10200,Automotive,Georg Schaeffler,58.0,Germany,Auto parts,Automotive,Germany,False,U,M,10/19/1964 0:00,Schaeffler,Georg,1964.0,10.0,19.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Auto parts,,
171,10200,Fashion & Retail,Christy Walton,74.0,United States,Walmart,Fashion & Retail,United States,False,U,F,2/8/1949 0:00,Walton,Christy,1949.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Walmart,,
179,10100,Technology,Scott Farquhar,43.0,Australia,Software,Technology,Australia,True,D,M,12/17/1979 0:00,Farquhar,Scott,1979.0,12.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Software,,
179,10100,Diversified,Quek Leng Chan,81.0,Malaysia,"Banking, property",Diversified,Malaysia,False,D,M,8/12/1941 0:00,Quek,Leng Chan,1941.0,8.0,12.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,32447385.0,Banking, property,
179,10100,Real Estate,Wu Yajun,59.0,China,Real estate,Real Estate,China,True,D,F,1/1/1964 0:00,Wu,Yajun,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Real estate,,
182,10000,Energy,Autry Stephens,85.0,United States,Oil,Energy,United States,True,U,M,3/8/1938 0:00,Stephens,Autry,1938.0,3.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil,,
183,9900,Service,Liu Yongxing,74.0,China,Diversified,Service,China,True,D,M,6/1/1948 0:00,Liu,Yongxing,1948.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Diversified,,
184,9800,Diversified,Vinod Adani,74.0,United Arab Emirates,"Infrastructure, commodities",Diversified,Cyprus,True,Split Family Fortune,M,1/10/1949 0:00,Adani,Vinod,1949.0,1.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,9770529.0,Infrastructure, commodities,
184,9800,Fashion & Retail,Nicolas Puech,80.0,Switzerland,Hermes,Fashion & Retail,France,False,U,M,1/29/1943 0:00,Puech,Nicolas,1943.0,1.0,29.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Hermes,,
184,9800,Logistics,"Jacques Saadé, Jr.",51.0,France,Shipping,Logistics,France,False,Split Family Fortune,M,8/10/1971 0:00,Saadé,Jacques,1971.0,8.0,10.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Shipping,,
184,9800,Logistics,Rodolphe Saadé,53.0,France,Shipping,Logistics,France,False,Split Family Fortune,M,3/3/1970 0:00,Saadé,Rodolphe,1970.0,3.0,3.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Shipping,,
184,9800,Logistics,Tanya Saadé Zeenny,55.0,France,Shipping,Logistics,France,False,Split Family Fortune,F,2/1/1968 0:00,Saadé Zeenny,Tanya,1968.0,2.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Shipping,,
184,9800,Finance & Investments,Melker Schorling & family,75.0,Sweden,Investments,Finance & Investments,Sweden,True,D,M,5/15/1947 0:00,Schorling,Melker,1947.0,5.0,15.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,10285453.0,Investments,,
190,9700,Manufacturing,Andrei Guriev & family,63.0,Russia,Fertilizers,Manufacturing,Russia,True,U,M,3/24/1960 0:00,Guriev & family,Andrei,1960.0,3.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Fertilizers,,
190,9700,Finance & Investments,Michael Kim,59.0,South Korea,Private equity,Finance & Investments,United States,True,U,M,10/1/1963 0:00,Kim,Michael,1963.0,10.0,1.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,51709098.0,Private equity,,
190,9700,Technology,Lei Jun,53.0,China,Smartphones,Technology,China,True,D,M,12/16/1969 0:00,Lei,Jun,1969.0,12.0,16.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Smartphones,,
190,9700,Manufacturing,Friedhelm Loh,76.0,Germany,Manufacturing,Manufacturing,Germany,False,U,M,8/15/1946 0:00,Loh,Friedhelm,1946.0,8.0,15.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Manufacturing,,
190,9700,Healthcare,Sun Piaoyang,64.0,China,Pharmaceuticals,Healthcare,China,True,D,M,9/1/1958 0:00,Sun,Piaoyang,1958.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
195,9600,Technology,Rick Cohen & family,70.0,United States,Warehouse automation,Technology,United States,False,N,M,7/25/1952 0:00,Cohen,Rick,1952.0,7.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Warehouse automation,,
195,9600,Energy,Jin Baofang,70.0,China,Solar panels,Energy,China,True,D,M,9/1/1952 0:00,Jin,Baofang,1952.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Solar panels,,
195,9600,Manufacturing,Luo Liguo & family,67.0,China,Chemicals,Manufacturing,China,True,D,M,3/1/1956 0:00,Luo,Liguo,1956.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Chemicals,,
195,9600,Food & Beverage,Marijke Mars,58.0,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,7/28/1964 0:00,Mars,Marijke,1964.0,7.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Candy, pet food,
195,9600,Food & Beverage,Pamela Mars,62.0,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,8/1/1960 0:00,Mars,Pamela,1960.0,8.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Candy, pet food,
195,9600,Food & Beverage,Valerie Mars,64.0,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,1/26/1959 0:00,Mars,Valerie,1959.0,1.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Candy, pet food,
195,9600,Food & Beverage,Victoria Mars,66.0,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,12/15/1956 0:00,Mars,Victoria,1956.0,12.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Candy, pet food,
202,9500,Finance & Investments,Vincent Bolloré & family,71.0,France,Investments,Finance & Investments,France,False,U,M,4/1/1952 0:00,Bolloré,Vincent,1952.0,4.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Investments,,
202,9500,Diversified,Jim Pattison,94.0,Canada,Diversified,Diversified,Canada,True,D,M,10/1/1928 0:00,Pattison,Jim,1928.0,10.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Diversified,,
204,9400,Healthcare,Ernesto Bertarelli,57.0,Switzerland,"Biotech, investments",Healthcare,Switzerland,False,U,M,9/22/1965 0:00,Bertarelli,Ernesto,1965.0,9.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Biotech, investments,
204,9400,Technology,Wang Xing,44.0,China,Food delivery,Technology,China,True,D,M,2/18/1979 0:00,Wang,Xing,1979.0,2.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Food delivery,,
206,9300,Technology,Brian Chesky,41.0,United States,Airbnb,Technology,United States,True,D,M,8/29/1981 0:00,Chesky,Brian,1981.0,8.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Airbnb,,
206,9300,Manufacturing,James Dyson,75.0,United Kingdom,Vacuums,Manufacturing,United Kingdom,True,U,M,5/2/1947 0:00,Dyson,James,1947.0,5.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Vacuums,,
